class,amount-observed,amount-collected,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,articles,articles-top,page,internet-mentions,twitter-mentions,region,population,habitat
p,1952,1075,x,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,13.0,8.0,3222,13171,9561,eu,y,g
e,3538,2350,x,s,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,11.0,7.0,475,9520,6449,sa,s,g
e,3017,2001,f,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,16.0,8.0,2421,5925,4315,na,s,g
e,3946,2508,x,s,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,,,988,9480,6510,eu,a,g
p,2332,1730,k,y,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,13.0,6.0,2016,10371,6888,sa,v,d
p,2828,2093,x,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,17.0,9.0,751,17353,12600,as,y,g
p,3111,2124,f,s,w,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,4.0,3.0,1593,16139,12599,as,v,m
p,2902,2213,x,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,7.0,4.0,378,16552,11428,as,v,g
p,3237,2346,x,s,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,17.0,10.0,2852,13054,8687,eu,v,p
e,2116,1355,x,f,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,13.0,7.0,2794,8473,6218,sa,a,g
e,2665,1874,f,f,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,4.0,2.0,2640,12986,9087,as,v,d
e,953,642,f,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,8.0,4.0,2548,13271,8456,na,v,u
p,1264,992,x,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,7.0,4.0,1961,3901,2678,na,v,p
e,3818,2719,x,f,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,7.0,4.0,582,10084,6932,na,v,d
p,2497,1887,f,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,12.0,8.0,666,9490,6154,as,v,u
e,3783,2619,b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,16.0,8.0,3149,7883,5315,na,n,m
e,3003,2057,x,y,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,16.0,10.0,1285,11081,8302,sa,v,d
p,3165,2141,x,s,w,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,7.0,4.0,659,13390,9590,as,v,d
e,2509,1692,k,y,e,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,16.0,10.0,1670,10884,8138,au,c,w
e,2366,1703,b,s,g,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,13.0,8.0,1858,12457,8577,as,n,g
e,3106,2345,x,s,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,15.0,8.0,899,9207,5519,af,s,g
e,1607,1058,f,f,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,12.0,7.0,3378,10753,7648,as,a,g
p,3758,2460,k,s,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,3.0,2.0,1275,14537,10749,af,v,l
p,3037,2158,f,f,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,3.0,2.0,2322,8834,5807,eu,v,p
e,2448,1666,x,f,w,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,11.0,7.0,1528,13479,9901,sa,n,g
p,3358,2364,f,f,y,f,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,3.0,2.0,1913,11199,7542,au,v,d
p,2144,1358,f,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,1.0,1.0,2874,13538,8172,as,y,d
p,3114,1987,x,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,5.0,3.0,2305,5722,4215,as,y,p
e,2753,1948,f,y,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,18.0,10.0,156,12932,8161,eu,v,d
e,3533,2495,x,y,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,18.0,12.0,3491,7808,5614,af,v,d
e,3768,2509,x,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,4.0,2.0,739,9441,6568,au,s,g
p,2586,1860,f,s,w,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,2.0,1.0,363,10024,8266,na,v,u
p,3762,2351,b,s,p,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,18.0,9.0,2381,13667,9316,af,v,g
e,4538,3248,b,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,10.0,6.0,1500,14326,10528,na,s,m
e,1694,1258,x,s,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,18.0,12.0,2179,12209,8425,sa,s,g
p,3547,2320,f,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,3.0,2.0,2104,9209,6143,au,v,l
e,2492,1564,k,y,e,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,17.0,10.0,1083,8399,5778,as,c,w
p,3844,2841,f,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,7.0,4.0,1129,11108,7392,sa,v,u
p,2219,1468,x,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,16.0,8.0,2998,14014,10068,sa,y,g
e,3515,2822,s,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,7.0,5.0,1604,10735,7063,af,y,u
e,2592,1478,f,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,7.0,5.0,1081,7017,4586,sa,s,p
e,2030,1424,x,y,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,5.0,3.0,1897,9073,6350,au,v,d
e,2908,1842,f,y,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,18.0,11.0,2071,13202,8175,sa,y,d
e,3658,2861,x,y,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,1.0,1.0,355,12005,9351,sa,y,d
p,3108,2364,x,s,w,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,11.0,7.0,1540,9977,7192,na,s,u
e,3869,2804,f,y,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,17.0,11.0,2206,8032,6053,eu,y,d
e,4114,3113,f,y,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,2.0,1.0,1839,14725,10891,na,y,d
e,2737,1865,k,f,g,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,15.0,9.0,108,8822,6058,af,s,g
e,1425,958,s,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,7.0,5.0,2576,13634,8216,sa,v,u
e,2992,1988,f,y,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,8.0,5.0,1854,8583,6121,na,y,d
e,3182,2110,x,s,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,14.0,9.0,370,6880,4683,as,a,g
p,3825,2739,k,s,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,5.0,3.0,1908,9128,6397,as,v,p
p,1909,1336,f,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,3.0,2.0,1190,14298,10517,sa,v,d
p,5077,3500,x,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,14.0,8.0,754,10548,8464,au,y,p
p,1979,1422,x,y,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,5.0,3.0,2863,10534,7193,af,v,l
p,1743,1122,x,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,19.0,13.0,3239,14016,9573,sa,v,g
e,3166,2258,f,f,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,4.0,3.0,3276,12093,7891,sa,v,d
e,3445,2109,x,f,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,18.0,10.0,703,14226,9482,au,y,d
e,1070,769,f,s,p,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,7.0,4.0,1060,10440,6740,au,c,w
e,3254,2463,f,y,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,14.0,9.0,613,11493,8650,sa,v,d
e,3440,2400,x,y,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,4.0,3.0,728,11430,7600,as,v,d
e,2372,1741,x,f,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,12.0,8.0,3658,12220,8487,sa,v,d
e,4184,2821,x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,17.0,10.0,3363,11678,8499,au,n,m
p,3546,2460,f,y,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,6.0,4.0,2730,5398,3963,as,v,d
e,2289,1568,x,f,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,1.0,1.0,2092,14876,10659,as,y,d
p,3869,2821,x,s,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,8.0,5.0,783,9242,6331,as,v,l
p,2197,1702,f,y,n,f,m,a,c,b,y,e,c,k,y,c,c,p,w,n,n,w,6.0,3.0,1139,8992,5966,sa,c,d
p,2774,2019,k,y,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,10.0,6.0,905,11216,7824,eu,v,l
p,4213,3097,f,s,w,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,7.0,5.0,2837,10361,6680,af,v,g
p,4334,3365,x,y,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,16.0,9.0,1852,9938,7367,as,y,g
e,2609,1689,k,s,g,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,16.0,10.0,1224,7758,5132,au,n,g
e,3950,2802,x,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,12.0,7.0,2304,13811,9170,sa,y,g
e,2574,1705,f,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,18.0,10.0,199,15056,10476,as,a,g
p,3866,2760,f,y,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,19.0,8.0,2182,13216,8716,eu,v,l
e,1754,1246,x,f,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,13.0,7.0,2651,11086,7327,na,y,d
e,1671,1259,x,y,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,8.0,4.0,3409,7294,5131,as,v,d
e,2074,1418,x,f,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,10.0,5.0,172,13414,10038,eu,v,d
p,3324,2510,k,s,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,14.0,8.0,1098,13584,9467,na,v,p
e,2881,2007,b,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,8.0,5.0,3342,14241,9083,af,n,m
e,1865,1541,f,y,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,12.0,7.0,3677,15500,10469,as,y,d
e,3029,1967,x,y,u,f,n,f,c,n,p,e,?,s,f,w,w,p,w,o,f,h,12.0,7.0,2685,6647,5032,as,y,d
e,3461,2390,f,f,w,t,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,9.0,5.0,1221,7751,4773,eu,v,d
p,3254,2243,f,s,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,11.0,6.0,2762,11956,8462,sa,v,l
e,3209,2425,f,f,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,12.0,7.0,3369,8836,6437,af,v,d
e,2032,1468,f,f,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,0.0,0.0,2528,11497,7782,au,a,g
p,3863,2771,b,f,y,f,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,1.0,1.0,2647,11082,7403,na,v,d
e,2203,1420,f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,3.0,2.0,2412,10043,7685,as,y,g
e,3110,2195,f,s,b,t,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,6.0,3.0,1069,7562,4999,au,c,w
p,2450,1547,f,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,10.0,7.0,558,6844,5108,as,v,g
p,1912,1270,x,y,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,2.0,1.0,935,8435,6386,eu,v,p
e,3262,2372,b,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,b,0.0,0.0,525,9895,6547,sa,c,l
e,2574,1951,k,y,b,t,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,2.0,1.0,809,14318,9562,as,c,w
p,2934,2123,f,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,14.0,9.0,3109,11207,7598,na,v,u
p,2313,1521,x,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,12.0,7.0,1707,9247,6339,na,v,d
p,3111,2383,x,s,p,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,3.0,2.0,3636,11665,7943,eu,s,d
e,2976,2256,b,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,b,17.0,10.0,1313,10630,7533,eu,v,l
e,3249,2497,x,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,11.0,7.0,133,14636,11020,na,s,g
p,1960,1360,k,y,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,4.0,3.0,2710,10483,7163,af,v,l
p,3449,2267,k,s,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,6.0,4.0,1771,10316,8525,as,v,l
e,3188,2385,x,y,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,2.0,1.0,847,8827,5642,eu,y,d
p,3470,2233,f,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,17.0,9.0,1121,5847,3765,na,v,g
e,3224,2031,b,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,11.0,7.0,2278,14227,8966,af,n,g
e,3294,2270,x,s,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,14.0,9.0,3447,13476,10106,sa,s,g
p,2290,1759,x,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,7.0,5.0,2883,15309,9822,sa,v,g
p,3972,2779,x,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,7.0,4.0,2374,8404,6454,au,y,d
e,3747,2853,x,f,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,2.0,1.0,1031,7801,5249,eu,s,g
p,2271,1479,x,f,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,17.0,10.0,854,13171,8706,sa,v,d
e,2479,1797,x,f,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,18.0,10.0,1569,9461,6246,af,v,d
p,2219,1532,x,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,13.0,9.0,1753,11003,7220,eu,y,p
e,3341,2189,x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,16.0,9.0,3009,12883,8591,eu,s,g
e,1737,1170,f,y,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,15.0,8.0,207,8904,6198,af,v,d
p,3367,2467,k,y,n,f,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,16.0,11.0,1083,10146,7273,au,c,d
e,3619,2657,x,f,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,18.0,12.0,3831,11092,7327,sa,s,g
p,3393,2570,f,y,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,17.0,10.0,1804,14689,9665,eu,y,g
e,3231,2045,f,s,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,9.0,6.0,3411,5951,3982,na,s,g
e,3155,2216,x,s,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,11.0,6.0,2697,7434,4791,eu,s,g
e,4335,3187,f,y,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,6.0,3.0,7,10686,7270,na,y,d
p,3767,2681,x,s,w,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,12.0,8.0,884,10610,7833,na,s,u
e,1998,1305,x,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,15.0,8.0,3440,13039,7572,sa,a,g
p,2833,1726,k,s,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,5.0,3.0,1844,13859,9638,na,v,d
e,3943,2825,k,s,p,t,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,19.0,12.0,3399,11242,7391,eu,c,w
e,3528,2402,f,f,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,19.0,9.0,2634,6712,4829,eu,v,d
e,2850,2233,x,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,,,2474,10654,7745,eu,n,m
p,4888,3287,f,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,17.0,9.0,1518,7753,4970,as,v,d
e,3132,2066,x,y,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,8.0,4.0,2108,11626,8584,as,v,d
p,2260,1358,x,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,5.0,3.0,2854,11058,7815,na,y,d
e,2709,1820,x,y,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,18.0,11.0,2206,4782,3321,au,y,d
p,2225,1512,x,y,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,17.0,12.0,2999,12106,8488,au,v,d
p,3689,2697,f,s,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,17.0,9.0,175,10792,7461,au,v,p
p,3597,2413,x,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,16.0,10.0,658,6148,4683,eu,v,d
p,3079,2316,f,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,10.0,4.0,1320,13568,10159,au,v,p
e,2586,1808,x,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,10.0,6.0,2574,13371,9095,as,s,m
p,3380,2330,f,f,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,16.0,9.0,2698,7469,5623,au,y,g
e,2864,2041,f,f,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,16.0,9.0,467,16341,12337,af,y,d
e,3113,2088,x,y,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,0.0,0.0,3340,9853,6301,na,v,d
p,4260,3234,f,y,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,18.0,10.0,518,11411,9400,au,v,l
e,1835,1260,f,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,y,17.0,10.0,2290,16580,11034,eu,v,l
p,2805,2095,f,y,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,8.0,4.0,779,10261,6690,as,v,p
p,2670,1761,k,y,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,12.0,8.0,2502,12445,8603,na,v,d
p,3451,2489,x,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,7.0,5.0,901,16438,10993,sa,v,d
p,3258,2172,k,s,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,19.0,10.0,641,11496,7327,as,v,d
e,2853,2145,f,s,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,3.0,2.0,346,6572,4440,as,a,g
p,2895,1835,x,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,2.0,1.0,940,13867,10709,sa,v,d
p,2432,1511,x,s,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,6.0,3.0,3108,7357,5043,eu,v,d
p,3515,2227,f,s,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,12.0,6.0,3143,11711,8240,eu,v,p
e,4101,2722,f,y,w,f,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,10.0,7.0,3479,10425,7756,eu,v,d
p,3594,2552,x,s,w,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,2.0,1.0,469,8046,5460,au,s,u
e,2634,1729,x,f,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,11.0,6.0,2126,8617,5999,au,a,g
e,2413,1674,b,s,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,5.0,3.0,886,12606,9087,af,n,g
p,3275,2386,f,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,10.0,6.0,1432,10815,7269,af,y,p
p,2266,1677,k,y,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,6.0,3.0,7,10273,6574,sa,v,p
e,2951,2388,x,y,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,17.0,10.0,206,9542,6483,af,y,d
e,2973,2049,b,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,13.0,8.0,414,14034,9282,na,n,g
p,2140,1380,x,s,g,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,n,5.0,3.0,1053,13556,8313,eu,v,d
p,4411,3125,f,s,w,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,2.0,1.0,3562,12574,9349,na,s,u
p,3696,2462,x,s,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,4.0,2.0,2249,12669,7180,af,v,p
e,2889,2280,f,y,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,14.0,8.0,1752,13553,8976,sa,y,d
e,3172,2021,f,y,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,9.0,6.0,1538,10450,7242,af,y,d
e,1630,1066,x,f,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,1.0,1.0,3072,12660,8260,na,y,d
e,2577,1883,f,s,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,6.0,3.0,860,12864,9074,au,a,g
p,3671,2569,f,y,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,10.0,6.0,802,15697,10266,au,v,p
e,3346,2226,x,f,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,10.0,5.0,1908,11406,7512,sa,s,g
p,2225,1497,f,s,w,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,10.0,7.0,1050,5673,3616,af,s,u
e,2832,1975,x,y,c,f,n,f,w,n,w,e,b,f,s,w,n,p,w,o,e,w,15.0,9.0,345,12609,9212,as,v,l
e,3172,1985,x,s,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,3.0,2.0,951,7905,5984,na,a,g
e,2373,1657,f,y,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,17.0,9.0,2834,9580,7085,eu,y,d
e,2354,1469,x,f,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,9.0,5.0,657,8665,7181,sa,y,d
e,3309,2151,x,f,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,19.0,11.0,1016,10793,7774,af,y,d
p,2934,2020,f,s,b,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,19.0,13.0,804,14987,11354,as,s,g
e,2791,1921,x,f,g,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,15.0,7.0,3418,11780,7792,eu,s,g
e,2894,2061,x,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,11.0,7.0,2781,19545,14679,as,n,m
p,2783,1856,x,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,13.0,8.0,1242,8730,5827,au,v,p
e,3192,2252,f,f,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,1.0,1.0,3814,12898,8128,sa,v,d
p,2657,1821,x,y,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,13.0,8.0,1781,11954,6817,sa,v,d
e,3201,2217,f,s,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,9.0,6.0,6,10601,7188,sa,a,g
p,3407,2345,x,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,18.0,10.0,3010,13437,8734,as,v,p
p,3844,2606,k,s,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,1.0,1.0,1306,7997,5840,sa,v,p
e,2360,1582,x,f,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,11.0,7.0,1374,10344,6590,as,y,d
e,3083,2060,f,y,n,t,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,9.0,5.0,3129,12135,9096,eu,c,w
p,2462,1806,f,y,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,0.0,0.0,3180,12568,9047,au,v,l
p,2728,1808,x,f,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,11.0,7.0,2370,7417,4495,eu,v,d
p,3454,2254,x,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,2.0,1.0,864,12517,8961,af,y,g
e,1750,1286,x,y,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,10.0,6.0,2827,12705,8157,au,y,d
e,1953,1502,x,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,b,12.0,8.0,3104,12519,9020,as,v,l
p,2651,1835,x,y,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,13.0,7.0,3765,12237,8392,au,v,d
e,3563,2316,x,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,7.0,3.0,3349,7133,5199,na,s,g
e,2523,1929,x,s,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,17.0,11.0,1752,11946,8490,as,n,g
p,2207,1596,x,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,18.0,11.0,2707,9756,7063,eu,v,p
e,2849,1919,f,s,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,8.0,5.0,2389,8290,5852,af,a,g
e,2583,1639,x,f,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,7.0,4.0,1366,12681,9809,af,y,d
e,4006,2607,k,s,e,t,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,10.0,6.0,3274,15726,10303,af,c,w
e,3254,2370,f,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,11.0,7.0,667,13106,8702,sa,y,g
p,2584,1700,x,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,5.0,3.0,3168,7024,3907,eu,v,p
e,1676,1007,x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,2.0,1.0,2396,9894,6080,na,n,m
